হাউস ২৬, হযরত নগর ১ নং লেন, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৯, হাজির ঘাট গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪১৯, খন্দকার গলি(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৪৭৫, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১০৪/এ, রায়ের বাজার ইন্টারনাল গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৭/২৮, হাজারীবাগ লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৩/১,  শিকারিতলা রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৩৮/এ, গজমহল রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৬৭, হাজির ঘাট গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৫৮, জিগাতলা পোস্ট অফিস রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩০/১, হোসেন উদ্দিন খান ২ন্ড লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৯৩/৩/এ, তিন মাজার রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৯৯/১, শের-ই-বাংলা রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৬৪/এ, মধু বাজার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২১২/৪, ললিটোমোহন দাস লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১২২,  মধ্য (মিডেল) রসুলপুর ৪ নং গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৩/এ(বি), পুলিশ ফাঁড়ি রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১০৯(এ), চেয়ারম্যান গলি, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৮/১, সাঈদ শাহ বাবা মাজার গলী, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭৭, নবাবগঞ্জ মেইন রোড, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৬০, রোড ১৩/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৮১, আক্কেল আলী গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭৩/২, সুলতানগঞ্জ রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৮/বি, ধানমন্ডি লেক রোড, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১/৩০, রাজ্জাক মিয়া এর গলি - সিকদার চাপস্ট গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৫৩, ধলাই কারখান রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৫/ডি, বাড্ডা নগর রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৬৮(এ), বরচানপুর বস্তির গলি, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৭৮/১, মনেশ্বর রোড লেন নং .৭৮, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩০, মধ্য রসুলপুর ৫ নং গলি(মোতালেব মেম্বার গলি), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৪১/১৪/বি, হাজী আফসার উদ্দিন লেন, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৭২/২, রায়ের বাজার স্টাফ কোয়ার্টার রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫১, সল্ট ফ্যাক্টরি  গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৩, বাড্ডা নগর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২৬/১১, মুন্সিবাড়ি রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৫৮/৪, হোসেন উদ্দিন খান ১স্ট লেন, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ১১১, , টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৯৪, পচা পুকুর গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৮৪/এম/১(এ), বাবরি মসজিদ গলি, জাফরাবাদ, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৪৭৩, হযরত নগর রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ১২৯/বি, রোড ৯/এ, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৮/১,  কালুনগর বাই লেন, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৫৩, চাঁন মসজিদ ৬ নং গলি(আমিনবাগ রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৬৯/সি/২, রোড ৬/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১২০, মনেশ্বর রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৫, মধ্য রসুলপুর ৫ নং গলি(মোতালেব মেম্বার গলি), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
